prompt,title,essay,competence,score,tema
83,Esporte como ferramenta de renovação,"['Com a estratificação do modelo socio-econômico capitalista, em evidência do século XIX ao XX, houve a implementação de uma lógica consumista e competitiva que, de forma intrínseca, provocou a disputa dos Estados europeus\xa0por recursos naturais, ocasionando conflitos que culminaram na Primeira Grande Guerra Mundial. Dessa forma, no século XX, o esporte foi utilizado como meio para promover a paz mundial, através dos Jogos Olímpicos.', 'As Olimpíadas surgiram na Grécia Antiga, na cidade de Olímpia, com o objetivo de estabelecer acordos diplomáticos entre as Cidades-Estado da época. Outroassim, na Idade Contemporânea, a Organização das Nações Unidas\xa0viabiliza, em intervalos de quatro anos, os Jogos Olímpicos, pois usa-os como ferramenta de sincretizar diversas culturas em um mesmo local,\xa0para que haja o respeito à diversidade. Tal atitude é devido em meados da primeira metade do século XX, a xenofobia se tornar preponderante, por causa\xa0\xa0da lógica excludente de raça, evidenciada\xa0no III Reich alemão.', 'Por outro lado, a prática esportiva pode, também, melhorar a condição de vida da população em um\xa0país, como o Brasil, que desenvolveu políticas educacionais que visam a implementação dos esportes em todas as escolas brasileiras. Ademais, a expectativa de vida da população aumentou, porque programas sociais como a Academia Popular, priorizada aos idosos, garantem\xa0uma melhor qualidade de vida à essa população. Contudo, nem todos os ambientes escolares são beneficiários desses direitos, há escolas que não possuem infraestrutura completa para propiciar aulas regularmente\xa0e nem professores formados na área.', 'Por conseguinte, a prática esportiva é de notória eficiência no que tange à paz mundial e qualidade de\xa0saúde da população brasileira. Em vista disso, o Governo Federal deveria ampliar as infraestruturas de qualidade nas escolas através de repasses destinados à construção de quadras poliesportivas e material didático, que visam aulas bem elaboradas e a inclusão de todos os alunos.\xa0Outroassim, poderiam ampliar as Academias Populares, através de repasses às Secretarias de Ação Social do municípios,\xa0para que esse projeto atinja quase toda a população idosa do Brasil.']","[0, 0, 0, 0, 0]",0,O que podemos aprender com a prática esportiva?
85,alcool e seu uso indevido*,"['O uso de bebidas alcoólicas entre adolescentes é naturalmente um tema controverso no meio social e acadêmico brasileiro. Ao mesmo tempo em que a lei brasileira define como proibida a sua venda e distribuição para menores de 18 anos, é prática comum o consumo de tais bebidas pelos jovens – seja no ambiente domiciliar, seja em festividades, ou mesmo em ambientes públicos. A aceitação social da ingestão de bebida alcoólica torna, então, complexa a abordagem desse assunto com a juventude, que, segundo pesquisa concluída recentemente pela Unifesp, vem apresentando cada vez maiores índices de embriaguez e em idade mais precoce. Some-se a isso o fato de que o álcool altera diversas funções mentais e possibilita que pessoas tímidas e com baixa autoestima apresentem-se mais desinibidas e aceitas.', 'Como se evidencia mais de 60 tipos de doenças estão ligadas ao consumo de bebidas alcoólicas; além disso, a maioria dos jovens que iniciam sua vida nas drogas mais pesadas testemunham que o álcool foi a porta de entrada para elas. Outrossim, de acordo com especialistas sobre o tema, o uso de álcool na adolescência está associado a uma série de comportamentos de risco, além de aumentar a chance de envolvimento em acidentes, violência sexual e participação em gangues, está fortemente associado à morte violenta, queda no desempenho escolar, dificuldades de aprendizado, prejuízo no desenvolvimento e estruturação das habilidades cognitivo-comportamentais e emocionais do jovem. O consumo do mesmo causa modificações neuroquímicas, com prejuízos na memória, aprendizado e controle dos impulsos.', 'Além da lei que proíbe o uso de bebidas por menores de 18 anos também existe um movimento na direção do consumo responsável de álcool, com campanhas na mídia associando o consumo de álcool com moderação ou com prevenção de acidentes, e iniciativas do Conselho Nacional de Auto-Regulamentação Publicitária – CONAR em relação à regulamentação de propaganda voltada para jovens. Entretanto, o cotidiano vem mostrando que esses esforços têm impactado menos que as propagandas de bebidas alcoólicas extremamente bem elaboradas e que a participação dos pais na vida do adolescente é excencial , propiciando a qualidade de vida ao jovem e encorajar hábitos saudáveis, com passeios ao ar livre, contato com a natureza e momentos de lazer em família.', 'Diante dos fatos mencionados, buscar informações sobre os efeitos do álcool e o alcoolismo na adolescência faz com que os pais ganhem poder de persuasão no diálogo com os adolescentes. Ademais, para que o futuro da sociedade brasileira não tenha danos cerebrais ocasionado pelo uso demasiado dessas bebidas, a lei em vigor desse ser aplicada corretamente, tendo uma pressão do órgão público que verifica tal regularidade.']","[0, 0, 0, 0, 0]",0,Projeto de lei de iniciativa popular
85,Bullying,"['O bullying tem atingido todas as camadas sociais, porque não é tratado com seriedade pelos orgãos responsáveis, fazendo com que essas práticas afetem o indivíduo \xa0pisicologicamente e socialmente, e na maioria das vezes as consequências são drásticas.', 'Nos últimos tempos, o bullying que se refere a todas as formas de agressividade causadas com intenção não vem sendo solucionada , causando angústia na população .', 'Geralmente o objetivo do agressor é intimidar e agredir outra pessoa com relação desigual de forças ou poder, sem ter responsabilidade ou capacidade de se defender, ocorrendo sem um motivo evidente.', 'Esse problema mundial causa grandes consequências tanto para a vitíma, quanto para o agressor. As crianças e adolescentes que sofrem bullying podem se tornar adultos com sentimentos negativos. O agressor pode desenvolver comportamentos de risco. Na maioria dos casos a pessoa vai se isolando, o que compromete na estrutura da personalidade e da autoestima, e também podendo levar ao suicídio.', 'Por tanto\xa0Portanto, escolas e institutos devem realizar palestras, campanhas e outros meios para combater o bullying. A sociedade como um todo deveria refletir questões à respeito, sendo essencial a educação vinda de casa.']","[0, 0, 0, 0, 0]",0,Projeto de lei de iniciativa popular
83,o que podemos aprender com a prática esportiva?,"['Para ter uma vida melhor e mais saudável é preciso praticar algum tipo de esporte ou fazer atividades físicas, seja na infância, na adolescência ou na velhice, não importar se você é ou não deficiente, o importante é ser feliz e ter uma vida saudável. Sempre é bom praticar esporte, porém de forma correta, sempre acompanhada por um profissional, para que não se prejudique. Com o esporte a pessoa tem mais disponibilidade de viver, é livre de doenças e tem uma boa autoestima.', 'Quem pratica não é sedentária, é mais feliz, amar a se próprio, tem uma ótima capacidade mental, tem um colesterol concentrado , sem depressão, sem doenças, sem stress e sem ansiedade, mas as pessoas que praticam esporte sempre estão sendo orientadas por um profissional, para ter a certeza de que está fazendo certo para não se prejudicar.', 'De alguma forma ou de outra, todos quando crianças já praticaram algum tipo de esporte; na escola, em casa ou até mesmo na rua, não de formar correta, mais de uma formar que era divertida e boa, em brincadeiras como: jogar bola, tênis, vôlei, basquete;  nadar, correr, saltar, andar de bicicleta, até mesmo aquela brincadeira de lutar para vê quem era o melhor, e entres outras, (que) fizeram parte da vida de cada um.', 'Portanto, não importar si você é velho ou deficiente, sempre pratique, pois é bom pra você, praticar esporte é se divertir e mostrar que, apesar de tudo, você é feliz fazendo o que gosta(.) os melhores nãoé apenas quem vencer , mais também aqueles que alcançam o mais longe, e que mesmos com dificuldades, mostram que tudo é possível para quem crê e para aquele que tem um objetivo de vencer a si próprio, vencer o medo, o preconceito e os obstáculos, esportes é para todos.']","[0, 0, 0, 0, 0]",0,O que podemos aprender com a prática esportiva?
83,O que vale mais,"['O esporte é uma prática super popular que muitos conhecem, várias pessoas vivem da prática do esporte, da competição, entre países ou entre estados, muitas pessoas praticam ou já praticou algum tipo de esporte em sua vida.', 'Porém, o esporte tem seu lado doloroso, atletas com fraturas, lesões, e para combater isso tomam anabolizantes para não sofrer tanto com os treinos e ter um bom resultado na competição, mas esse tipo de ação e proibido no esporte, porque pode ser detectado em exames de rotina dos atletas. Grandes competidores arriscam a própria saúde para chegar ao primeiro lugar, e com algum movimento em falso ou mal sucedido, pode colocar em risco a saúde e a própria carreira, porque são na maioria das vezes cobrados pelos treinadores e pelos fans e acabam se machucando, os atletas deveriam ser contemplados com uma lei para que não sejam forçados a fazer nada ou nenhum movimento arriscado, para que os riscos diminuam e não se tornem um peso para o atleta, que acima de tudo ele está competindo com lealdade e dedicação nos treinos.', 'E com essa medida os esportistas se sentiriam melhor ao competir de maneira limpa, sem pressão ou trapassa , para que fazem isso porquegostem e porque se sintam de maneira que não comprometa a saúde e o bem estar do atleta.']","[0, 0, 0, 0, 0]",0,O que podemos aprender com a prática esportiva?
83,União de esporte e educação,"['A prática de esportes ainda é mal vista por muitos brasileiros, isso se deve ao fato de que ela está desvinculada à educação e porque há pouco investimento nesta área no Brasil.', 'O futebol é o esporte com que os brasileiros mais se identificam, e seus jogadores são exemplos para muitos jovens, mas, infelizmente, muitos deixam de estudar para se dedicar à carreira, deixando o pensamento de que não é necessário estudar para ganhar os salários altos como os deles, o que afasta a população jovem das aulas. Por esse motivo, muitas pessoas não avaliam atletas com seriedade, ligando sua prática a uma alternativa para fugir dos estudos.', 'A fim de aumentar a frequência escolar de alunos da rede pública foi criado o Bolsa Escola, que vinculado ao programa Bolsa Família, permite, se o aluno comparecer na escola e alcançar uma média nas notas, a permanência e aumento do beneficio de sua família, fazendo dos estudos uma obrigação. Ao invés do dinheiro, o esporte poderia se tornar o responsável pela presença e boas notas dos alunos, como por exemplo, nos Estados Unidos, onde a prática de esportes unida a um bom desempenho escolar garantem a milhares de jovens bolsas para grandes universidades, possibilitando uma qualificação que, muitas vezes, a baixa renda não os permitiria.', 'Conclui-se que a união do esporte com os estudos modificaria o pensamento de que atletas não precisam estudar e, para isso, o governo deveria criar parcerias entre escolas públicas e universidades particulares e públicas, com o objetivo destas oferecerem cotas e bolsas para alunos atletas, permitindo um maior investimento tanto no esporte quanto na qualificação de profissionais do Brasil.']","[0, 0, 0, 0, 0]",0,O que podemos aprender com a prática esportiva?
84,Estrupo coletivo,"['Nesses últimos meses o Brasil tem se revoltado cada vez mais com os ocorridos, um caso que ocorreu há pouco tempo e gerou polemica foi de uma adolescente que afirmou que foi estuprada por trinta e dois homens e a situação foi gravada e postada nas redes sociais.', 'Esse caso teve muita repercussão por que surgiram fotos da garota com armas, roupas curtas e com homens, pessoas afirmaram que a mesma freqüentava o local e que pedia para ter relações com vários homens, e sendo assim a população se dividiu um lado apóia a vitima com o argumento que estupro é estupro, e o outro lado julga a vitima pelos seus atos, e diz que se ela não desse a liberdade ela não teria passado por isso.', 'O ocorrido resultou em marchas e campanhas nas ruas e internet, comentários de feministas e machistas tomam conta, é necessário ressaltar que o estupro se inicia quando a relação sexual é forçada, ou seja, quando o parceiro não deseja, no caso da garota ela estava embriagada e mesmo que ela tinha como costume ter relações com mais de uma pessoa isso não dava ao direito de outra pessoa sem permissão praticar o ato com a mesma. Já o histórico da vida da garota não deveria interferir no caso, pois, utilizando isso o foco que é o estupro acaba se perdendo.', 'Sendo assim, tanto o caso que foi relatado e tantos outros que ocorre não pode ficar impune, a atenção e os cuidados infelizmente tem que serem redobrados, o estupro é um crime e para quem o comete tem que ter uma condenação justa.']","[0, 0, 0, 0, 0]",0,Porte de armas pela população civil
83,"Desigualdade social, como podemos mudá-la?","['A desigualdade social é um problema que afeta vários países do mundo. É caracterizada pela desigualdade na distribuição de rendas, principalmente em países subdesenvolvidos onde o contingente populacional é maior. Segundo a ONU (Organização das Nações Unidas), um dos maiores problemas que geram essas divergências é a falta de acesso à educação, política fiscal injusta e irregular, baixos salários e dificuldade de acesso a serviços básicos. É importante que ocorra uma administração justa para atender as necessidades sociais, voltadas principalmente para os bairros mais pobres.', 'O Brasil está na oitava colocação de países mais desiguais socialmente e economicamente do mundo. O que mais preocupa é a diferença de rendas, que é desproporcional para cada indivíduo. As diferenças grupais, segundo Rousseau, tendem a acumular-se em pessoas que têm o histórico\xa0familiar pobre, tendo menos chances de obter um alto nível de instrução, gerando assim o aumento da fome e pobreza.', 'As divergências sociais estão presentes no cotidiano de milhões de pessoas. E o que se percebe é o aumento no número de desemprego e a falta de planejamento e exclusão social. Essas pessoas são expostas a uma série de preconceitos, particularmente aquelas que moram em bairros pobres, conhecidos popularmente como favelas.', 'Diante disso, cabe uma intervenção governamental na melhoria de projetos sociais, cursos profissionalizantes capacitando jovens e adultos, geração de empregos e aumento salarial para que as mesmas gozem de uma vida digna.']","[0, 0, 0, 0, 0]",0,O que podemos aprender com a prática esportiva?
83,,"['A prática de esporte é uma recomendação que todos os especialistas da área de saúde passam para as pessoas, e revelam que os benefícios são de grande plenitude, tanto na parte física como social.', 'A ONU, Organização das Nações Unidas, revelou que as pessoas praticam atividades esportivas, tendem a melhorar o condicionamento físico, como disposição no dia a dia, diminuição de chance de adquirir alguma doença ao longo da vida e também tornam pessoas interativas, sem preconceito, com um maior vínculo social. De modo que para os brasileiros torna-se a cada dia um avanço na redução de violência e de mortes ocasionadas pelo sedentarismo populacional.', 'Mas, as coisas não são fáceis, muitas cidades brasileiras não têm estrutura de qualidade para fornecimento de esportes. De fato não ser um problema só no Brasil, porém de grandes países também, como Canadá, que tem um elevado número de obesidade decorrente da falta de atividades físicas. Por isso, planejamentos esportivos estão sendo tomados, como ideia principal gerar uma melhoria delaser no meio social, de interatividade, a serem desenvolvidas principalmente nas favelas e periferias brasileiras, como tentativa de ofertar mais oportunidade nesses lugares.', 'Então, todas as pessoas devem incentivar as entidades governamentais para desenvolver em suas cidades locais para o fornecimento de atividades físicas, com boa estrutura e com profissionais qualificados para executar as mesmas.']","[0, 0, 0, 0, 0]",0,O que podemos aprender com a prática esportiva?
79,O Sistema Carcerário Brasileiro,"['Atualmente o sistema carcerário brasileiro pode ser classificado como caótico, e o pior é que achar uma solução ou até mesmo melhorar,  depende de todos, mas poucas são as pessoas que ajudam ou querem ao menos ajudar. Isso faz uma cidade, um estado, uma região ou um país estar em conflitos. \xa0\xa0precária. Também há de determinada parcela de responsabilidade de membros do Ministério Público e Poder Judiciário, que \xa0\xa0país.', 'A situação caótica virou alvo de críticas de juristas e ativistas, que chegaram a denunciar os abusos a organismos internacionais de defesa de direitos humanos.', '""Foi uma época em que vivemos uma situação semelhante à que o Maranhão vive hoje, as celas metálicas foram uma solução imediata para desafogar as unidades e depois reconstruir o sistema"", disse o secretário de Justiça do Espírito Santo Eugênio Coutinho Ricas. Contudo, uma seleção rigorosa faz com que apenas presos com bom comportamento, que nunca tenham participado de motins e que aceitem participar da experiência sejam selecionados. Eles só são transferidos do sistema carcerário comum para a unidade depois de passar por uma avaliação psicológica onde devem mostrar ""vontade de mudar de vida"".', 'Diferentemente da maioria das prisões no Brasil, sobram vagas na unidade, que foi construída para abrigar 155 detentos, mas tem atualmente pouco mais de 130. Os detentos não podem usar entorpecentes e todos eles trabalham na manutenção da unidade e em empresas conveniadas. Até presos que cumprem pena no regime fechado são autorizados a sair desacompanhados para trabalhar.', 'Ao acabarem de cumprir suas penas, os detentos são encaminhados para convênios do governo com empresas, para a colocação no mercado de trabalho.', 'Porém, a realidade da unidade é muito diferente do restante do sistema prisional do Estado. ""É complicado aplicar esse modelo em unidades grandes"".']","[0, 0, 0, 0, 0]",0,Caminhos para melhorar o sistema carcerário brasileiro
83,,"['É inquestionável que, na atualidade, a atuação dos brasileiros na área esportiva, são de baixos índices, pelos brasileiros, tornando-se um problema. Isso deve ser enfrentado, uma vez que, os esportes são maneiras de educar e reeducar a sociedade. \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0\xa0Nesse sentido, o aspecto histórico-cultural, faz-se relevante, segundo a história, a segunda guerra mundial, causou\xa0muitos prejuízos as  cidades, tornando-as, totalmente destruídas\xa0por esse conflito, (.) entretanto, a Grécia, visualizou o transtorno em sua pátria e deu estrutura aos jogos olímpicos, com o objetivo de obter paz, respeito, solidariedade e bons princípios entre os homens.\xa0Nações, compreenderam o fenômeno do esporte e o organizaram em seus países. \xa0 Em consequência disso, vê-se, a todo instante, os atletas sendo reconhecidos pelo seu trabalho, e combatendo para se obter um mundo melhor, seguindo o que\xa0Mário Sérgio Cortella disse: \'\' É necessário cuidar da ética, para não anestesiarmos a nossa consciência e começarmos a achar que tudo é normal"", porém, há paises não desenvolvidos, e não tem rercursos de preparar um evento como esse e são vítimas de preconceito, intolerância e do etnocentrismo, sendo preciso ampliar essas diferenças. \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0Diante dos argumentos supracitados, é dever do estado, estimular essas habilidades com valores morais, por meio das escolas, capacitando os professores de ensino fundamental e médio, a fim de formar esportistas educados. Some-se a isso, oportunidades para engressarem nessa profissão, com projetos que busquem por esses indivíduos, no intuito de expandir jogadores, excelentes e brasileiros no esporte.']","[0, 0, 0, 0, 0]",0,O que podemos aprender com a prática esportiva?
